onset	duration	sample	trial_type	response_time	stim_file	item_name	category	serialpos	recalled	list	test	answer	stimulation	stim_list	stim_duration	anode_label	cathode_label	amplitude	pulse_freq	n_pulses	pulse_width	experiment	session	subject
0.0	39.427	46496	SESS_START	n/a	n/a	n/a	n/a	-999	0	-999	[0, 0, 0]	n/a	0	0	0	n/a	n/a	0.0	0	0	0	catFR2	0	R1026D
39.427	10.0	109576	COUNTDOWN_START	n/a	n/a	n/a	n/a	-999	0	-999	[0, 0, 0]	n/a	0	0	0	n/a	n/a	0.0	0	0	0	catFR2	0	R1026D
49.855	3.724	126260	COUNTDOWN_END	n/a	n/a	n/a	n/a	-999	0	-999	[0, 0, 0]	n/a	0	0	0	n/a	n/a	0.0	0	0	0	catFR2	0	R1026D
53.579	1.6	132218	PRACTICE_WORD	n/a	n/a	WAGON	n/a	-999	0	1	[0, 0, 0]	n/a	0	0	0	n/a	n/a	0.0	0	0	0	catFR2	0	R1026D
55.964	1.6	136034	PRACTICE_WORD	n/a	n/a	CAMEL	n/a	-999	0	2	[0, 0, 0]	n/a	0	0	0	n/a	n/a	0.0	0	0	0	catFR2	0	R1026D
58.363	1.6	139872	PRACTICE_WORD	n/a	n/a	IRON	n/a	-999	0	3	[0, 0, 0]	n/a	0	0	0	n/a	n/a	0.0	0	0	0	catFR2	0	R1026D
60.815	1.6	143795	PRACTICE_WORD	n/a	n/a	COTTON	n/a	-999	0	4	[0, 0, 0]	n/a	0	0	0	n/a	n/a	0.0	0	0	0	catFR2	0	R1026D
63.281	1.6	147740	PRACTICE_WORD	n/a	n/a	BEAM	n/a	-999	0	5	[0, 0, 0]	n/a	0	0	0	n/a	n/a	0.0	0	0	0	catFR2	0	R1026D
65.866	1.6	151876	PRACTICE_WORD	n/a	n/a	RHINO	n/a	-999	0	6	[0, 0, 0]	n/a	0	0	0	n/a	n/a	0.0	0	0	0	catFR2	0	R1026D
68.382	1.6	155902	PRACTICE_WORD	n/a	n/a	FLOOD	n/a	-999	0	7	[0, 0, 0]	n/a	0	0	0	n/a	n/a	0.0	0	0	0	catFR2	0	R1026D
70.784	1.6	159745	PRACTICE_WORD	n/a	n/a	RING	n/a	-999	0	8	[0, 0, 0]	n/a	0	0	0	n/a	n/a	0.0	0	0	0	catFR2	0	R1026D
73.266	1.6	163716	PRACTICE_WORD	n/a	n/a	ATTIC	n/a	-999	0	9	[0, 0, 0]	n/a	0	0	0	n/a	n/a	0.0	0	0	0	catFR2	0	R1026D
75.884	1.6	167904	PRACTICE_WORD	n/a	n/a	WATCH	n/a	-999	0	10	[0, 0, 0]	n/a	0	0	0	n/a	n/a	0.0	0	0	0	catFR2	0	R1026D
78.267	1.6	171717	PRACTICE_WORD	n/a	n/a	TONGUE	n/a	-999	0	11	[0, 0, 0]	n/a	0	0	0	n/a	n/a	0.0	0	0	0	catFR2	0	R1026D
80.685	1.6	175585	PRACTICE_WORD	n/a	n/a	CHEST	n/a	-999	0	12	[0, 0, 0]	n/a	0	0	0	n/a	n/a	0.0	0	0	0	catFR2	0	R1026D
82.301	0.001	178171	PRACTICE_DISTRACT_START	n/a	n/a	n/a	n/a	-999	0	-999	[0, 0, 0]	n/a	0	0	0	n/a	n/a	0.0	0	0	0	catFR2	0	R1026D
82.302	0.016	178172	START	n/a	n/a	n/a	n/a	-999	0	-1	[-999, -999, -999]	n/a	0	-999	0	n/a	n/a	0.0	0	0	0	catFR2	0	R1026D
82.318	4.834	178198	PROB	4.813	n/a	n/a	n/a	-999	0	-1	[8, 4, 1]	13	0	-999	0	n/a	n/a	0.0	0	0	0	catFR2	0	R1026D
87.152	3.785	185932	PROB	3.756	n/a	n/a	n/a	-999	0	-1	[7, 7, 8]	22	0	-999	0	n/a	n/a	0.0	0	0	0	catFR2	0	R1026D
90.937	2.934	191988	PROB	2.899	n/a	n/a	n/a	-999	0	-1	[1, 9, 1]	11	0	-999	0	n/a	n/a	0.0	0	0	0	catFR2	0	R1026D
93.871	5.951	196682	PROB	5.925	n/a	n/a	n/a	-999	0	-1	[9, 7, 8]	14	0	-999	0	n/a	n/a	0.0	0	0	0	catFR2	0	R1026D
99.822	8.381	206203	PROB	8.381	n/a	n/a	n/a	-999	0	-1	[7, 8, 9]	28	0	-999	0	n/a	n/a	0.0	0	0	0	catFR2	0	R1026D
108.203	0.02	219612	STOP	n/a	n/a	n/a	n/a	-999	0	-1	[-999, -999, -999]	n/a	0	-999	0	n/a	n/a	0.0	0	0	0	catFR2	0	R1026D
108.223	0.553	219644	PRACTICE_DISTRACT_END	n/a	n/a	n/a	n/a	-999	0	-999	[0, 0, 0]	n/a	0	0	0	n/a	n/a	0.0	0	0	0	catFR2	0	R1026D
108.776	30.514	220529	PRACTICE_REC_START	n/a	n/a	n/a	n/a	-999	0	-999	[0, 0, 0]	n/a	0	0	0	n/a	n/a	0.0	0	0	0	catFR2	0	R1026D
139.29	14.191	269349	PRACTICE_REC_END	n/a	n/a	n/a	n/a	-999	0	-999	[0, 0, 0]	n/a	0	0	0	n/a	n/a	0.0	0	0	0	catFR2	0	R1026D
153.481	0.0	292053	TRIAL	n/a	n/a	n/a	n/a	-999	0	1	[0, 0, 0]	n/a	0	0	0	n/a	n/a	0.0	0	0	0	catFR2	0	R1026D
